,selling_price
80231,860000
80232,860000
80233,860000
80234,860000
80235,860000
80236,860000
80237,860000
80238,860000
80239,860000
80240,860000
80241,860000
80242,860000
80243,860000
80244,860000
80245,860000
80246,860000
80247,860000
80248,860000
80249,860000
80250,860000
80251,860000
80252,860000
80253,860000
80254,860000
80255,860000
80256,860000
80257,860000
80258,860000
80259,860000
80260,860000
80261,860000
80262,860000
80263,860000
80264,860000
80265,860000
80266,860000
80267,860000
80268,860000
80269,860000
80270,860000
80271,860000
80272,860000
80273,860000
80274,860000
80275,860000
80276,860000
80277,860000
80278,860000
80279,860000
80280,860000
80281,860000
80282,860000
80283,860000
80284,860000
80285,860000
80286,860000
80287,860000
80288,860000
80289,860000
80290,860000
80291,860000
80292,860000
80293,860000
80294,860000
80295,860000
80296,860000
80297,860000
80298,860000
80299,860000
80300,860000
80301,860000
80302,860000
80303,860000
80304,860000
80305,860000
80306,860000
80307,860000
80308,860000
80309,860000
80310,860000
80311,860000
80312,860000
80313,860000
80314,860000
80315,860000
80316,860000
80317,860000
80318,860000
80319,860000
80320,860000
80321,860000
80322,860000
80323,860000
80324,860000
80325,860000
80326,860000
80327,860000
80328,860000
80329,860000
80330,860000
80331,860000
80332,860000
80333,860000
80334,860000
80335,860000
80336,860000
80337,860000
80338,860000
80339,860000
80340,860000
80341,860000
80342,860000
80343,861000
80344,861000
80345,861000
80346,861000
80347,861000
80348,861000
80349,861000
80350,861000
80351,861000
80352,861000
80353,861000
80354,861000
80355,861000
80356,861000
80357,861000
80358,861000
80359,861000
80360,861000
80361,861000
80362,861000
80363,861000
80364,861000
80365,861000
80366,861000
80367,861000
80368,861000
80369,861000
80370,861000
80371,861000
80372,861000
80373,861000
80374,861000
80375,861000
80376,861000
80377,861000
80378,861000
80379,861000
80380,861000
80381,861000
80382,861000
80383,861000
80384,861000
80385,861000
80386,861000
80387,861000
80388,861000
80389,861000
80390,861000
80391,861000
80392,861000
80393,861000
80394,861000
80395,861000
80396,861000
80397,861000
80398,861000
80399,861000
80400,861000
80401,861000
80402,861000
80403,861000
80404,861000
80405,861000
80406,861000
80407,861000
80408,861000
80409,861000
80410,861000
80411,861000
80412,861000
80413,861000
80414,861000
80415,861000
80416,861000
80417,861000
80418,861000
80419,861000
80420,861000
80421,861000
80422,861000
80423,861000
80424,861000
80425,861000
80426,861000
80427,861000
80428,861000
80429,861000
80430,861000
80431,861000
80432,861000
80433,861000
80434,861000
80435,861000
80436,861000
80437,861000
80438,861000
80439,861000
80440,861000
80441,861000
80442,861000
80443,861000
80444,861000
80445,861000
80446,861000
80447,861000
80448,861000
80449,861000
80450,861000
80451,861000
80452,861000
80453,861000
80454,861000
80455,861000
80456,861000
80457,861000
80458,861000
80459,861000
80460,861000
80461,861000
80462,861000
80463,861000
80464,861000
80465,861000
80466,861000
80467,861000
80468,861000
80469,861000
80470,861000
80471,861000
80472,861000
80473,861000
80474,861000
80475,861000
80476,861000
80477,861000
80478,861000
80479,861000
80480,861000
80481,861000
80482,861000
80483,861000
80484,861000
80485,861000
80486,861000
80487,861000
80488,861000
80489,861000
80490,861000
80491,861000
80492,861000
80493,861000
80494,861000
80495,861000
80496,861000
80497,861000
80498,861000
80499,861000
80500,861000
80501,861000
80502,861000
80503,861000
80504,861000
80505,861000
80506,861000
80507,861000
80508,861000
80509,861000
80510,861000
80511,861000
80512,861000
80513,861000
80514,861000
80515,861000
80516,861000
80517,861000
80518,861000
80519,861000
80520,861000
80521,861000
80522,861000
80523,861000
80524,861000
80525,861000
80526,861000
80527,861000
80528,861000
80529,861000
80530,861000
80531,861000
80532,861000
80533,861000
80534,861000
80535,861000
80536,861000
80537,861000
80538,861999
80539,861999
80540,861999
80541,861999
80542,861999
80543,861999
80544,861999
80545,861999
80546,861999
80547,861999
80548,861999
80549,861999
80550,861999
80551,861999
80552,861999
80553,861999
80554,861999
80555,861999
80556,861999
80557,861999
80558,861999
80559,861999
80560,861999
80561,861999
80562,861999
80563,861999
80564,861999
80565,861999
80566,861999
80567,861999
80568,861999
80569,861999
80570,861999
80571,861999
80572,861999
80573,861999
80574,861999
80575,861999
80576,861999
80577,861999
80578,861999
80579,861999
80580,861999
80581,861999
80582,861999
80583,861999
80584,861999
80585,861999
80586,861999
80587,861999
80588,861999
80589,861999
80590,861999
80591,861999
80592,861999
80593,861999
80594,861999
80595,861999
80596,861999
80597,861999
80598,861999
80599,861999
80600,861999
80601,861999
80602,861999
80603,861999
80604,861999
80605,861999
80606,861999
80607,861999
80608,861999
80609,861999
80610,861999
80611,861999
80612,861999
80613,861999
80614,861999
80615,861999
80616,861999
80617,861999
80618,861999
80619,861999
80620,861999
80621,861999
80622,861999
80623,861999
80624,861999
80625,861999
80626,861999
80627,861999
80628,861999
80629,861999
80630,861999
80631,861999
80632,861999
80633,861999
80634,861999
80635,861999
80636,861999
80637,861999
80638,861999
80639,861999
80640,861999
80641,861999
80642,861999
80643,861999
80644,861999
80645,861999
80646,861999
80647,861999
80648,861999
80649,861999
80650,861999
80651,861999
80652,861999
80653,861999
80654,861999
80655,861999
80656,861999
80657,861999
80658,861999
80659,861999
80660,861999
80661,861999
80662,861999
80663,861999
80664,861999
80665,861999
80666,861999
80667,861999
80668,861999
80669,861999
80670,861999
80671,861999
80672,861999
80673,861999
80674,861999
80675,861999
80676,861999
80677,861999
80678,861999
80679,861999
80680,861999
80681,861999
80682,861999
80683,861999
80684,861999
80685,861999
80686,861999
80687,861999
80688,861999
80689,861999
80690,861999
80691,861999
80692,861999
80693,861999
80694,861999
80695,861999
80696,861999
80697,861999
80698,861999
80699,861999
80700,861999
80701,861999
80702,861999
80703,861999
80704,861999
80705,861999
80706,861999
80707,861999
80708,861999
80709,861999
80710,861999
80711,861999
80712,861999
80713,861999
80714,861999
80715,861999
80716,861999
80717,861999
80718,861999
80719,861999
80720,861999
80721,861999
80722,861999
80723,861999
80724,861999
80725,861999
80726,861999
80727,861999
80728,861999
80729,861999
80730,861999
80731,861999
80732,861999
80733,866000
80734,866000
80735,866000
80736,866000
80737,866000
80738,866000
80739,866000
80740,866000
80741,866000
80742,866000
80743,866000
80744,866000
80745,866000
80746,866000
80747,866000
80748,866000
80749,866000
80750,866000
80751,866000
80752,866000
80753,866000
80754,866000
80755,866000
80756,866000
80757,866000
80758,866000
80759,866000
80760,866000
80761,866000
80762,866000
80763,866000
80764,866000
80765,866000
80766,866000
80767,866000
80768,866000
80769,866000
80770,866000
80771,866000
80772,866000
80773,866000
80774,866000
80775,866000
80776,866000
80777,866000
80778,866000
80779,866000
80780,866000
80781,866000
80782,866000
80783,866000
80784,866000
80785,866000
80786,866000
80787,866000
80788,866000
80789,866000
80790,866000
80791,866000
80792,866000
80793,866000
80794,866000
80795,866000
80796,866000
80797,866000
80798,866000
80799,866000
80800,866000
80801,866000
80802,866000
80803,866000
80804,866000
80805,866000
80806,866000
80807,866000
80808,866000
80809,866000
80810,866000
80811,866000
80812,866000
80813,866000
80814,866000
80815,866000
80816,866000
80817,866000
80818,866000
80819,866000
80820,866000
80821,866000
80822,866000
80823,866000
80824,866000
80825,866000
80826,866000
80827,866000
80828,866000
80829,866000
80830,866000
80831,866000
80832,866000
80833,866000
80834,866000
80835,866000
80836,866000
80837,866000
80838,866000
80839,866000
80840,866000
80841,866000
80842,866000
80843,866000
80844,866000
80845,866000
80846,866000
80847,866000
80848,866000
80849,866000
80850,866000
80851,866000
80852,866000
80853,866000
80854,866000
80855,866000
80856,866000
80857,866000
80858,866000
80859,866000
80860,866000
80861,866000
80862,866000
80863,866000
80864,866000
80865,866000
80866,866000
80867,866000
80868,866000
80869,866000
80870,866000
80871,866000
80872,866000
80873,866000
80874,866000
80875,866000
80876,866000
80877,866000
80878,866000
80879,866000
80880,866000
80881,866000
80882,866000
80883,866000
80884,866000
80885,866000
80886,866000
80887,866000
80888,866000
80889,866000
80890,866000
80891,866000
80892,866000
80893,866000
80894,866000
80895,866000
80896,866000
80897,866000
80898,866000
80899,866000
80900,866000
80901,866000
80902,866000
80903,866000
80904,866000
80905,866000
80906,866000
80907,866000
80908,866000
80909,866000
80910,866000
80911,866000
80912,866000
80913,866000
80914,866000
80915,866000
80916,866000
80917,866000
80918,866000
80919,866000
80920,866000
80921,866000
80922,866000
80923,866000
80924,866000
80925,866000
80926,866000
80927,866000
80928,869999
80929,869999
80930,869999
80931,869999
80932,869999
80933,869999
80934,869999
80935,869999
80936,869999
80937,869999
80938,869999
80939,869999
80940,869999
80941,869999
80942,869999
80943,869999
80944,869999
80945,869999
80946,869999
80947,869999
80948,869999
80949,869999
80950,869999
80951,869999
80952,869999
80953,869999
80954,869999
80955,869999
80956,869999
80957,869999
80958,869999
80959,869999
80960,869999
80961,869999
80962,869999
80963,869999
80964,869999
80965,869999
80966,869999
80967,869999
80968,869999
80969,869999
80970,869999
80971,869999
80972,869999
80973,869999
80974,869999
80975,869999
80976,869999
80977,869999
80978,869999
80979,869999
80980,869999
80981,869999
80982,869999
80983,869999
80984,869999
80985,869999
80986,869999
80987,869999
80988,869999
80989,869999
80990,869999
80991,869999
80992,869999
80993,869999
80994,869999
80995,869999
80996,869999
80997,869999
80998,869999
80999,869999
81000,869999
81001,869999
81002,869999
81003,869999
81004,869999
81005,869999
81006,869999
81007,869999
81008,869999
81009,869999
81010,869999
81011,869999
81012,869999
81013,869999
81014,869999
81015,869999
81016,869999
81017,869999
81018,869999
81019,869999
81020,869999
81021,869999
81022,869999
81023,869999
81024,869999
81025,869999
81026,869999
81027,869999
81028,869999
81029,869999
81030,869999
81031,869999
81032,869999
81033,869999
81034,869999
81035,869999
81036,869999
81037,869999
81038,869999
81039,869999
81040,869999
81041,869999
81042,869999
81043,869999
81044,869999
81045,869999
81046,869999
81047,869999
81048,869999
81049,869999
81050,869999
81051,869999
81052,869999
81053,869999
81054,869999
81055,869999
81056,869999
81057,869999
81058,869999
81059,869999
81060,869999
81061,869999
81062,869999
81063,869999
81064,869999
81065,869999
81066,869999
81067,869999
81068,869999
81069,869999
81070,869999
81071,869999
81072,869999
81073,869999
81074,869999
81075,869999
81076,869999
81077,869999
81078,869999
81079,869999
81080,869999
81081,869999
81082,869999
81083,869999
81084,869999
81085,869999
81086,869999
81087,869999
81088,869999
81089,869999
81090,869999
81091,869999
81092,869999
81093,869999
81094,869999
81095,869999
81096,869999
81097,869999
81098,869999
81099,869999
81100,869999
81101,869999
81102,869999
81103,869999
81104,869999
81105,869999
81106,869999
81107,869999
81108,869999
81109,869999
81110,869999
81111,869999
81112,869999
81113,869999
81114,869999
81115,869999
81116,869999
81117,869999
81118,869999
81119,875000
81120,875000
81121,875000
81122,875000
81123,875000
81124,875000
81125,875000
81126,875000
81127,875000
81128,875000
81129,875000
81130,875000
81131,875000
81132,875000
81133,875000
81134,875000
81135,875000
81136,875000
81137,875000
81138,875000
81139,875000
81140,875000
81141,875000
81142,875000
81143,875000
81144,875000
81145,875000
81146,875000
81147,875000
81148,875000
81149,875000
81150,875000
81151,875000
81152,875000
81153,875000
81154,875000
81155,875000
81156,875000
81157,875000
81158,875000
81159,875000
81160,875000
81161,875000
81162,875000
81163,875000
81164,875000
81165,875000
81166,875000
81167,875000
81168,875000
81169,875000
81170,875000
81171,875000
81172,875000
81173,875000
81174,875000
81175,875000
81176,875000
81177,875000
81178,875000
81179,875000
81180,875000
81181,875000
81182,875000
81183,875000
81184,875000
81185,875000
81186,875000
81187,875000
81188,875000
81189,875000
81190,875000
81191,875000
81192,875000
81193,875000
81194,875000
81195,875000
81196,875000
81197,875000
81198,875000
81199,875000
81200,875000
81201,875000
81202,875000
81203,875000
81204,875000
81205,875000
81206,875000
81207,875000
81208,875000
81209,875000
81210,875000
81211,875000
81212,875000
81213,875000
81214,875000
81215,875000
81216,875000
81217,875000
81218,875000
81219,875000
81220,875000
81221,875000
81222,875000
81223,875000
81224,875000
81225,875000
81226,875000
81227,875000
81228,875000
81229,875000
81230,875000
81231,875000
81232,875000
81233,875000
81234,875000
81235,875000
81236,875000
81237,875000
81238,875000
81239,875000
81240,875000
81241,875000
81242,875000
81243,875000
81244,875000
81245,875000
81246,875000
81247,875000
81248,875000
81249,875000
81250,875000
81251,875000
81252,875000
81253,875000
81254,875000
81255,875000
81256,875000
81257,875000
81258,875000
81259,875000
81260,875000
81261,875000
81262,875000
81263,875000
81264,875000
81265,875000
81266,875000
81267,875000
81268,875000
81269,875000
81270,875000
81271,875000
81272,875000
81273,875000
81274,875000
81275,875000
81276,875000
81277,875000
81278,875000
81279,875000
81280,875000
81281,875000
81282,875000
81283,875000
81284,875000
81285,875000
81286,875000
81287,875000
81288,875000
81289,875000
81290,875000
81291,875000
81292,875000
81293,875000
81294,875000
81295,875000
81296,875000
81297,875000
81298,875000
81299,875000
81300,875000
81301,875000
81302,880000
81303,880000
81304,880000
81305,880000
81306,880000
81307,880000
81308,880000
81309,880000
81310,880000
81311,880000
81312,880000
81313,880000
81314,880000
81315,880000
81316,880000
81317,880000
81318,880000
81319,880000
81320,880000
81321,880000
81322,880000
81323,880000
81324,880000
81325,880000
81326,880000
81327,880000
81328,880000
81329,880000
81330,880000
81331,880000
81332,880000
81333,880000
81334,880000
81335,880000
81336,880000
81337,880000
81338,880000
81339,880000
81340,880000
81341,880000
81342,880000
81343,880000
81344,880000
81345,880000
81346,880000
81347,880000
81348,880000
81349,880000
81350,880000
81351,880000
81352,880000
81353,880000
81354,880000
81355,880000
81356,880000
81357,880000
81358,880000
81359,880000
81360,880000
81361,880000
81362,880000
81363,880000
81364,880000
81365,880000
81366,880000
81367,880000
81368,880000
81369,880000
81370,880000
81371,880000
81372,880000
81373,880000
81374,880000
81375,880000
81376,880000
81377,880000
81378,880000
81379,880000
81380,880000
81381,880000
81382,880000
81383,880000
81384,880000
81385,880000
81386,880000
81387,880000
81388,880000
81389,880000
81390,880000
81391,880000
81392,880000
81393,880000
81394,880000
81395,880000
81396,880000
81397,880000
81398,880000
81399,880000
81400,880000
81401,880000
81402,880000
81403,880000
81404,880000
81405,880000
81406,880000
81407,880000
81408,880000
81409,880000
81410,880000
81411,880000
81412,880000
81413,880000
81414,880000
81415,880000
81416,880000
81417,880000
81418,880000
81419,880000
81420,880000
81421,880000
81422,880000
81423,880000
81424,880000
81425,880000
81426,880000
81427,880000
81428,880000
81429,880000
81430,880000
81431,880000
81432,880000
81433,880000
81434,880000
81435,880000
81436,880000
81437,880000
81438,880000
81439,880000
81440,880000
81441,880000
81442,880000
81443,880000
81444,880000
81445,880000
81446,880000
81447,880000
81448,880000
81449,880000
81450,880000
81451,880000
81452,880000
81453,880000
81454,880000
81455,880000
81456,880000
81457,880000
81458,880000
81459,880000
81460,880000
81461,880000
81462,880000
81463,880000
81464,880000
81465,880000
81466,880000
81467,880000
81468,880000
81469,880000
81470,880000
81471,880000
81472,880000
81473,880000
81474,880000
81475,880000
81476,880000
81477,880000
81478,880000
81479,880000
81480,880000
81481,880000
81482,880000
81483,880000
81484,880000
81485,880000
81486,880000
81487,880000
81488,880000
81489,880000
81490,885000
81491,885000
81492,885000
81493,885000
81494,885000
81495,885000
81496,885000
81497,885000
81498,885000
81499,885000
81500,885000
81501,885000
81502,885000
81503,885000
81504,885000
81505,885000
81506,885000
81507,885000
81508,885000
81509,885000
81510,885000
81511,885000
81512,885000
81513,885000
81514,885000
81515,885000
81516,885000
81517,885000
81518,885000
81519,885000
81520,885000
81521,885000
81522,885000
81523,885000
81524,885000
81525,885000
81526,885000
81527,885000
81528,885000
81529,885000
81530,885000
81531,885000
81532,885000
81533,885000
81534,885000
81535,885000
81536,885000
81537,885000
81538,885000
81539,885000
81540,885000
81541,885000
81542,885000
81543,885000
81544,885000
81545,885000
81546,885000
81547,885000
81548,885000
81549,885000
81550,885000
81551,885000
81552,885000
81553,885000
81554,885000
81555,885000
81556,885000
81557,885000
81558,885000
81559,885000
81560,885000
81561,885000
81562,885000
81563,885000
81564,885000
81565,885000
81566,885000
81567,885000
81568,885000
81569,885000
81570,885000
81571,885000
81572,885000
81573,885000
81574,885000
81575,885000
81576,885000
81577,885000
81578,885000
81579,885000
81580,885000
81581,885000
81582,885000
81583,885000
81584,885000
81585,885000
81586,885000
81587,885000
81588,885000
81589,885000
81590,885000
81591,885000
81592,885000
81593,885000
81594,885000
81595,885000
81596,885000
81597,885000
81598,885000
81599,885000
81600,885000
81601,885000
81602,885000
81603,885000
81604,885000
81605,885000
81606,885000
81607,885000
81608,885000
81609,885000
81610,885000
81611,885000
81612,885000
81613,885000
81614,885000
81615,885000
81616,885000
81617,885000
81618,885000
81619,885000
81620,885000
81621,885000
81622,885000
81623,885000
81624,885000
81625,885000
81626,885000
81627,885000
81628,885000
81629,885000
81630,885000
81631,885000
81632,885000
81633,885000
81634,885000
81635,885000
81636,885000
81637,885000
81638,885000
81639,885000
81640,885000
81641,885000
81642,885000
81643,885000
81644,885000
81645,885000
81646,885000
81647,885000
81648,885000
81649,885000
81650,885000
81651,885000
81652,885000
81653,885000
81654,885000
81655,885000
81656,885000
81657,885000
81658,885000
81659,885000
81660,885000
81661,885000
81662,885000
81663,885000
81664,885000
81665,885000
81666,885000
81667,885000
81668,885000
81669,885000
81670,885000
81671,885000
81672,885000
81673,885000
81674,885000
81675,885000
81676,885000
81677,885000
81678,885000
81679,885000
81680,885000
81681,885000
81682,885000
81683,889000
81684,889000
81685,889000
81686,889000
81687,889000
81688,889000
81689,889000
81690,889000
81691,889000
81692,889000
81693,889000
81694,889000
81695,889000
81696,889000
81697,889000
81698,889000
81699,889000
81700,889000
81701,889000
81702,889000
81703,889000
81704,889000
81705,889000
81706,889000
81707,889000
81708,889000
81709,889000
81710,889000
81711,889000
81712,889000
81713,889000
81714,889000
81715,889000
81716,889000
81717,889000
81718,889000
81719,889000
81720,889000
81721,889000
81722,889000
81723,889000
81724,889000
81725,889000
81726,889000
81727,889000
81728,889000
81729,889000
81730,889000
81731,889000
81732,889000
81733,889000
81734,889000
81735,889000
81736,889000
81737,889000
81738,889000
81739,889000
81740,889000
81741,889000
81742,889000
81743,889000
81744,889000
81745,889000
81746,889000
81747,889000
81748,889000
81749,889000
81750,889000
81751,889000
81752,889000
81753,889000
81754,889000
81755,889000
81756,889000
81757,889000
81758,889000
81759,889000
81760,889000
81761,889000
81762,889000
81763,889000
81764,889000
81765,889000
81766,889000
81767,889000
81768,889000
81769,889000
81770,889000
81771,889000
81772,889000
81773,889000
81774,889000
81775,889000
81776,889000
81777,889000
81778,889000
81779,889000
81780,889000
81781,889000
81782,889000
81783,889000
81784,889000
81785,889000
81786,889000
81787,889000
81788,889000
81789,889000
81790,889000
81791,889000
81792,889000
81793,889000
81794,889000
81795,889000
81796,889000
81797,889000
81798,889000
81799,889000
81800,889000
81801,889000
81802,889000
81803,889000
81804,889000
81805,889000
81806,889000
81807,889000
81808,889000
81809,889000
81810,889000
81811,889000
81812,889000
81813,889000
81814,889000
81815,889000
81816,889000
81817,889000
81818,889000
81819,889000
81820,889000
81821,889000
81822,889000
81823,889000
81824,889000
81825,889000
81826,889000
81827,889000
81828,889000
81829,889000
81830,889000
81831,889000
81832,889000
81833,889000
81834,889000
81835,889000
81836,889000
81837,889000
81838,889000
81839,889000
81840,889000
81841,889000
81842,889000
81843,889000
81844,889000
81845,889000
81846,889000
81847,889000
81848,889000
81849,889000
81850,889000
81851,889000
81852,889000
81853,889000
81854,889000
81855,889000
81856,889000
81857,889000
81858,889000
81859,889000
81860,889000
81861,889000
81862,889000
81863,889000
81864,889000
81865,889000
81866,889000
81867,889000
81868,889000
81869,889000
81870,889000
81871,889000
81872,889000
81873,889000
81874,889000
81875,889000
81876,889000
81877,890000
81878,890000
81879,890000
81880,890000
81881,890000
81882,890000
81883,890000
81884,890000
81885,890000
81886,890000
81887,890000
81888,890000
81889,890000
81890,890000
81891,890000
81892,890000
81893,890000
81894,890000
81895,890000
81896,890000
81897,890000
81898,890000
81899,890000
81900,890000
81901,890000
81902,890000
81903,890000
81904,890000
81905,890000
81906,890000
81907,890000
81908,890000
81909,890000
81910,890000
81911,890000
81912,890000
81913,890000
81914,890000
81915,890000
81916,890000
81917,890000
81918,890000
81919,890000
81920,890000
81921,890000
81922,890000
81923,890000
81924,890000
81925,890000
81926,890000
81927,890000
81928,890000
81929,890000
81930,890000
81931,890000
81932,890000
81933,890000
81934,890000
81935,890000
81936,890000
81937,890000
81938,890000
81939,890000
81940,890000
81941,890000
81942,890000
81943,890000
81944,890000
81945,890000
81946,890000
81947,890000
81948,890000
81949,890000
81950,890000
81951,890000
81952,890000
81953,890000
81954,890000
81955,890000
81956,890000
81957,890000
81958,890000
81959,890000
81960,890000
81961,890000
81962,890000
81963,890000
81964,890000
81965,890000
81966,890000
81967,890000
81968,890000
81969,890000
81970,890000
81971,890000
81972,890000
81973,890000
81974,890000
81975,890000
81976,890000
81977,890000
81978,890000
81979,890000
81980,890000
81981,890000
81982,890000
81983,890000
81984,890000
81985,890000
81986,890000
81987,890000
81988,890000
81989,890000
81990,890000
81991,890000
81992,890000
81993,890000
81994,890000
81995,890000
81996,890000
81997,890000
81998,890000
81999,890000
82000,890000
82001,890000
82002,890000
82003,890000
82004,890000
82005,890000
82006,890000
82007,890000
82008,890000
82009,890000
82010,890000
82011,890000
82012,890000
82013,890000
82014,890000
82015,890000
82016,890000
82017,890000
82018,890000
82019,890000
82020,890000
82021,890000
82022,890000
82023,890000
82024,890000
82025,890000
82026,890000
82027,890000
82028,890000
82029,890000
82030,890000
82031,890000
82032,890000
82033,890000
82034,890000
82035,890000
82036,890000
82037,890000
82038,890000
82039,890000
82040,890000
82041,890000
82042,890000
82043,890000
82044,890000
82045,890000
82046,890000
82047,890000
82048,890000
82049,890000
82050,890000
82051,890000
82052,890000
82053,890000
82054,890000
82055,890000
82056,890000
82057,890000
82058,890000
82059,890000
82060,890000
82061,890000
82062,890000
82063,890000
82064,891000
82065,891000
82066,891000
82067,891000
82068,891000
82069,891000
82070,891000
82071,891000
82072,891000
82073,891000
82074,891000
82075,891000
82076,891000
82077,891000
82078,891000
82079,891000
82080,891000
82081,891000
82082,891000
82083,891000
82084,891000
82085,891000
82086,891000
82087,891000
82088,891000
82089,891000
82090,891000
82091,891000
82092,891000
82093,891000
82094,891000
82095,891000
82096,891000
82097,891000
82098,891000
82099,891000
82100,891000
82101,891000
82102,891000
82103,891000
82104,891000
82105,891000
82106,891000
82107,891000
82108,891000
82109,891000
82110,891000
82111,891000
82112,891000
82113,891000
82114,891000
82115,891000
82116,891000
82117,891000
82118,891000
82119,891000
82120,891000
82121,891000
82122,891000
82123,891000
82124,891000
82125,891000
82126,891000
82127,891000
82128,891000
82129,891000
82130,891000
82131,891000
82132,891000
82133,891000
82134,891000
82135,891000
82136,891000
82137,891000
82138,891000
82139,891000
82140,891000
82141,891000
82142,891000
82143,891000
82144,891000
82145,891000
82146,891000
82147,891000
82148,891000
82149,891000
82150,891000
82151,891000
82152,891000
82153,891000
82154,891000
82155,891000
82156,891000
82157,891000
82158,891000
82159,891000
82160,891000
82161,891000
82162,891000
82163,891000
82164,891000
82165,891000
82166,891000
82167,891000
82168,891000
82169,891000
82170,891000
82171,891000
82172,891000
82173,891000
82174,891000
82175,891000
82176,891000
82177,891000
82178,891000
82179,891000
82180,891000
82181,891000
82182,891000
82183,891000
82184,891000
82185,891000
82186,891000
82187,891000
82188,891000
82189,891000
82190,891000
82191,891000
82192,891000
82193,891000
82194,891000
82195,891000
82196,891000
82197,891000
82198,891000
82199,891000
82200,891000
82201,891000
82202,891000
82203,891000
82204,891000
82205,891000
82206,891000
82207,891000
82208,891000
82209,891000
82210,891000
82211,891000
82212,891000
82213,891000
82214,891000
82215,891000
82216,891000
82217,891000
82218,891000
82219,891000
82220,891000
82221,891000
82222,891000
82223,891000
82224,891000
82225,891000
82226,891000
82227,891000
82228,891000
82229,891000
82230,891000
82231,891000
82232,891000
82233,891000
82234,891000
82235,891000
82236,891000
82237,891000
82238,891000
82239,891000
82240,891000
82241,891000
82242,891000
82243,891000
82244,891000
82245,891000
82246,891000
82247,891000
82248,891000
82249,891000
82250,891000
82251,891000
82252,891000
82253,891000
82254,891000
82255,891000
82256,891000
82257,891000
82258,891000
82259,892000
82260,892000
82261,892000
82262,892000
82263,892000
82264,892000
82265,892000
82266,892000
82267,892000
82268,892000
82269,892000
82270,892000
82271,892000
82272,892000
82273,892000
82274,892000
82275,892000
82276,892000
82277,892000
82278,892000
82279,892000
82280,892000
82281,892000
82282,892000
82283,892000
82284,892000
82285,892000
82286,892000
82287,892000
82288,892000
82289,892000
82290,892000
82291,892000
82292,892000
82293,892000
82294,892000
82295,892000
82296,892000
82297,892000
82298,892000
82299,892000
82300,892000
82301,892000
82302,892000
82303,892000
82304,892000
82305,892000
82306,892000
82307,892000
82308,892000
82309,892000
82310,892000
82311,892000
82312,892000
82313,892000
82314,892000
82315,892000
82316,892000
82317,892000
82318,892000
82319,892000
82320,892000
82321,892000
82322,892000
82323,892000
82324,892000
82325,892000
82326,892000
82327,892000
82328,892000
82329,892000
82330,892000
82331,892000
82332,892000
82333,892000
82334,892000
82335,892000
82336,892000
82337,892000
82338,892000
82339,892000
82340,892000
82341,892000
82342,892000
82343,892000
82344,892000
82345,892000
82346,892000
82347,892000
82348,892000
82349,892000
82350,892000
82351,892000
82352,892000
82353,892000
82354,892000
82355,892000
82356,892000
82357,892000
82358,892000
82359,892000
82360,892000
82361,892000
82362,892000
82363,892000
82364,892000
82365,892000
82366,892000
82367,892000
82368,892000
82369,892000
82370,892000
82371,892000
82372,892000
82373,892000
82374,892000
82375,892000
82376,892000
82377,892000
82378,892000
82379,892000
82380,892000
82381,892000
82382,892000
82383,892000
82384,892000
82385,892000
82386,892000
82387,892000
82388,892000
82389,892000
82390,892000
82391,892000
82392,892000
82393,892000
82394,892000
82395,892000
82396,892000
82397,892000
82398,892000
82399,892000
82400,892000
82401,892000
82402,892000
82403,892000
82404,892000
82405,892000
82406,892000
82407,892000
82408,892000
82409,892000
82410,892000
82411,892000
82412,892000
82413,892000
82414,892000
82415,892000
82416,892000
82417,892000
82418,892000
82419,892000
82420,892000
82421,892000
82422,892000
82423,892000
82424,892000
82425,892000
82426,892000
82427,892000
82428,892000
82429,892000
82430,892000
82431,892000
82432,892000
82433,892000
82434,892000
82435,892000
82436,892000
82437,892000
82438,892000
82439,892000
82440,892000
82441,892000
82442,892000
82443,892000
82444,892000
82445,892000
82446,892000
82447,892000
82448,892000
82449,892000
82450,892000
82451,892000
82452,892000
82453,892000
82454,894999
82455,894999
82456,894999
82457,894999
82458,894999
82459,894999
82460,894999
82461,894999
82462,894999
82463,894999
82464,894999
82465,894999
82466,894999
82467,894999
82468,894999
82469,894999
82470,894999
82471,894999
82472,894999
82473,894999
82474,894999
82475,894999
82476,894999
82477,894999
82478,894999
82479,894999
82480,894999
82481,894999
82482,894999
82483,894999
82484,894999
82485,894999
82486,894999
82487,894999
82488,894999
82489,894999
82490,894999
82491,894999
82492,894999
82493,894999
82494,894999
82495,894999
82496,894999
82497,894999
82498,894999
82499,894999
82500,894999
82501,894999
82502,894999
82503,894999
82504,894999
82505,894999
82506,894999
82507,894999
82508,894999
82509,894999
82510,894999
82511,894999
82512,894999
82513,894999
82514,894999
82515,894999
82516,894999
82517,894999
82518,894999
82519,894999
82520,894999
82521,894999
82522,894999
82523,894999
82524,894999
82525,894999
82526,894999
82527,894999
82528,894999
82529,894999
82530,894999
82531,894999
82532,894999
82533,894999
82534,894999
82535,894999
82536,894999
82537,894999
82538,894999
82539,894999
82540,894999
82541,894999
82542,894999
82543,894999
82544,894999
82545,894999
82546,894999
82547,894999
82548,894999
82549,894999
82550,894999
82551,894999
82552,894999
82553,894999
82554,894999
82555,894999
82556,894999
82557,894999
82558,894999
82559,894999
82560,894999
82561,894999
82562,894999
